Assembly,Isolation source,source_level1,source_level2
GCA_025922345.1,,Unknown,Unknown
GCA_025925275.1,,Unknown,Unknown
GCA_025921845.1,,Unknown,Unknown
GCA_025921825.1,,Unknown,Unknown
GCA_025921205.1,,Unknown,Unknown
GCA_025921805.1,,Unknown,Unknown
GCA_025925135.1,,Unknown,Unknown
GCA_025921785.1,,Unknown,Unknown
GCA_025921765.1,,Unknown,Unknown
GCA_025921725.1,,Unknown,Unknown
GCA_025921745.1,,Unknown,Unknown
GCA_025922645.1,,Unknown,Unknown
GCA_025933235.4,blood,Clinical,Bloodstream
GCA_025910095.1,blood culture,Clinical,Bloodstream
GCA_025910125.1,sink trap,Environmental,Water
GCA_025978985.1,urine,Clinical,Urinary
GCA_025974805.4,sputum,Clinical,Respiratory
GCA_026071255.4,tracheal aspirate,Clinical,Respiratory
GCA_026071275.4,BAL,Clinical,Respiratory
GCA_026071295.4,BAL,Clinical,Respiratory
GCA_026071235.4,sputum,Clinical,Respiratory
GCA_026071215.4,heel,Unknown,Unknown
GCA_026071175.4,urine,Clinical,Urinary
GCA_026071195.4,tracheal aspirate,Clinical,Respiratory
GCA_026071155.1,urine,Clinical,Urinary
GCA_026069135.4,Wound/Abscess,Clinical,Skin_Soft_Tissue
GCA_025985465.1,,Unknown,Unknown
GCA_026052635.4,body fluid,Unknown,Unknown
GCA_026051395.1,body fluid,Unknown,Unknown
GCA_026046215.4,Rectal Swab,Clinical,Gastrointestinal
GCA_026046155.4,Rectal Swab,Clinical,Gastrointestinal
GCA_026046135.4,Rectal Swab,Clinical,Gastrointestinal
GCA_026045715.4,urine,Clinical,Urinary
GCA_026058855.4,urine,Clinical,Urinary
GCA_026059815.4,sputum,Clinical,Respiratory
GCA_026059795.1,tracheal aspirate,Clinical,Respiratory
GCA_026059755.4,urine,Clinical,Urinary
GCA_026059775.4,urine,Clinical,Urinary
GCA_026062015.4,sputum,Clinical,Respiratory
GCA_026059735.1,urine,Clinical,Urinary
GCA_026059695.1,sputum,Clinical,Respiratory
GCA_026059675.4,sputum,Clinical,Respiratory
GCA_026077785.1,ventilator,Clinical,Respiratory
GCA_026075755.1,ventilator,Clinical,Respiratory
GCA_026081065.1,tracheal aspirate,Clinical,Respiratory
GCA_026012655.1,,Unknown,Unknown
GCA_026012675.1,,Unknown,Unknown
GCA_026012695.1,,Unknown,Unknown
GCA_026012715.1,,Unknown,Unknown
GCA_026012735.1,,Unknown,Unknown
GCA_026012755.1,,Unknown,Unknown
GCA_026012775.1,,Unknown,Unknown
GCA_026012795.1,,Unknown,Unknown
GCA_026012815.1,,Unknown,Unknown
GCA_026012835.1,,Unknown,Unknown
GCA_026012855.1,,Unknown,Unknown
GCA_026012875.1,,Unknown,Unknown
GCA_026012895.1,,Unknown,Unknown
GCA_026012915.1,,Unknown,Unknown
GCA_026012935.1,,Unknown,Unknown
GCA_026012955.1,,Unknown,Unknown
GCA_026012975.1,,Unknown,Unknown
GCA_026012995.1,,Unknown,Unknown
GCA_026013015.1,,Unknown,Unknown
GCA_026014145.1,Soft tissue biopsy sample (specimen) [SNOMED:309074002],Clinical,Skin_Soft_Tissue
GCA_026014185.1,wound swab [SNOMED:258531008],Clinical,Skin_Soft_Tissue
GCA_026014195.1,urine [UBERON:0001088],Clinical,Urinary
GCA_026014215.1,urine [UBERON:0001088],Clinical,Urinary
GCA_026014245.1,perianal skin [UBERON:0012336],Clinical,Skin_Soft_Tissue
GCA_026014265.1,respiratory secretion [UBERON:0006538],Clinical,Respiratory
GCA_026014275.1,respiratory secretion [UBERON:0006538],Clinical,Respiratory
GCA_026014295.1,respiratory secretion [UBERON:0006538],Clinical,Respiratory
GCA_026014325.1,urine [UBERON:0001088],Clinical,Urinary
GCA_026014345.1,urine [UBERON:0001088],Clinical,Urinary
GCA_026014365.1,respiratory secretion [UBERON:0006538],Clinical,Respiratory
GCA_026014385.1,blood [UBERON:0000178],Clinical,Bloodstream
GCA_026014395.1,respiratory secretion [UBERON:0006538],Clinical,Respiratory
GCA_026014405.1,urine [UBERON:0001088],Clinical,Urinary
GCA_026014445.1,Soft tissue biopsy sample (specimen) [SNOMED:309074002],Clinical,Skin_Soft_Tissue
GCA_026109955.1,not collected,Unknown,Unknown
GCA_026113925.1,surface water,Environmental,Water
GCA_026113975.1,surface water,Environmental,Water
GCA_026126465.1,,Unknown,Unknown
GCA_026126485.1,,Unknown,Unknown
GCA_026126505.1,,Unknown,Unknown
GCA_026126525.1,,Unknown,Unknown
GCA_026126545.1,,Unknown,Unknown
GCA_026126555.1,,Unknown,Unknown
GCA_026126585.1,,Unknown,Unknown
GCA_026126605.1,,Unknown,Unknown
GCA_026126625.1,,Unknown,Unknown
GCA_026126655.1,,Unknown,Unknown
GCA_026126645.1,,Unknown,Unknown
GCA_026126685.1,,Unknown,Unknown
GCA_026126695.1,,Unknown,Unknown
GCA_026126725.1,,Unknown,Unknown
GCA_026126745.1,,Unknown,Unknown
GCA_026126755.1,,Unknown,Unknown
GCA_026126775.1,,Unknown,Unknown
GCA_026126765.1,,Unknown,Unknown
GCA_026126835.1,,Unknown,Unknown
GCA_026126825.1,,Unknown,Unknown
GCA_026126845.1,,Unknown,Unknown
GCA_026126885.1,,Unknown,Unknown
GCA_026126895.1,,Unknown,Unknown
GCA_026126925.1,,Unknown,Unknown
GCA_026126935.1,,Unknown,Unknown
GCA_026126955.1,,Unknown,Unknown
GCA_026127025.1,,Unknown,Unknown
GCA_026127045.1,,Unknown,Unknown
GCA_026127065.1,,Unknown,Unknown
GCA_026127085.1,,Unknown,Unknown
GCA_026127105.1,,Unknown,Unknown
GCA_026127115.1,,Unknown,Unknown
GCA_026127145.1,,Unknown,Unknown
GCA_026127155.1,,Unknown,Unknown
GCA_026127185.1,,Unknown,Unknown
GCA_026127205.1,,Unknown,Unknown
GCA_026127225.1,,Unknown,Unknown
GCA_026127235.1,,Unknown,Unknown
GCA_026127285.1,,Unknown,Unknown
GCA_026178425.4,Rectal swab,Clinical,Gastrointestinal
GCA_026179535.4,urine,Clinical,Urinary
GCA_026178895.1,urine,Clinical,Urinary
GCA_026182685.4,Rectal swab,Clinical,Gastrointestinal
GCA_026182765.4,skin,Clinical,Skin_Soft_Tissue
GCA_026183715.1,blood,Clinical,Bloodstream
GCA_026221655.4,urine,Clinical,Urinary
GCA_026221175.4,urine,Clinical,Urinary
GCA_026221675.4,urine,Clinical,Urinary
GCA_026221295.4,sputum,Clinical,Respiratory
GCA_026222315.4,urine,Clinical,Urinary
GCA_026221215.4,urine,Clinical,Urinary
GCA_026221235.1,Tissue,Unknown,Unknown
GCA_026220735.4,sputum,Clinical,Respiratory
GCA_026222335.1,sputum,Clinical,Respiratory
GCA_026222295.4,urine,Clinical,Urinary
GCA_026222255.3,urine,Clinical,Urinary
GCA_026222275.1,urine,Clinical,Urinary
GCA_026222215.4,urine,Clinical,Urinary
GCA_026221335.4,urine,Clinical,Urinary
GCA_026221255.4,Wound/Abscess,Clinical,Skin_Soft_Tissue
GCA_026221715.1,urine,Clinical,Urinary
GCA_026221095.4,urine,Clinical,Urinary
GCA_026222235.4,urine,Clinical,Urinary
GCA_028057155.4,urine,Clinical,Urinary
GCA_026251495.1,sputum,Clinical,Respiratory
GCA_026251435.1,sputum,Clinical,Respiratory
GCA_026249125.1,urine,Clinical,Urinary
GCA_026249145.4,tracheal aspirate,Clinical,Respiratory
GCA_026239815.1,ETA,Unknown,Unknown
GCA_026239835.1,pus,Clinical,Skin_Soft_Tissue
GCA_026239855.1,ETA,Unknown,Unknown
GCA_026239875.1,blood,Clinical,Bloodstream
GCA_026239885.1,tissue,Unknown,Unknown
GCA_026239915.1,tissue,Unknown,Unknown
GCA_026239935.1,ETA,Unknown,Unknown
GCA_026239955.1,endotracheal aspirate,Clinical,Respiratory
GCA_026361775.1,sputum,Clinical,Respiratory
GCA_026304535.1,swab (cavity),Unknown,Unknown
GCA_026304295.1,sputum,Clinical,Respiratory
GCA_026361475.1,sputum,Clinical,Respiratory
GCA_026361395.1,aspirate,Clinical,Respiratory
GCA_026360935.1,aspirate,Clinical,Respiratory
GCA_026353735.1,unspecified diagnostic sample,Unknown,Unknown
GCA_026353135.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026304015.1,urine,Clinical,Urinary
GCA_026351875.1,urine,Clinical,Urinary
GCA_026351755.1,sputum,Clinical,Respiratory
GCA_026359395.1,aspirate,Clinical,Respiratory
GCA_026359335.1,aspirate,Clinical,Respiratory
GCA_026359295.1,sputum,Clinical,Respiratory
GCA_026359355.1,aspirate,Clinical,Respiratory
GCA_026359275.1,sputum,Clinical,Respiratory
GCA_026359235.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026359315.1,punctate,Unknown,Unknown
GCA_026359215.1,sputum,Clinical,Respiratory
GCA_026359175.1,urine,Clinical,Urinary
GCA_026359195.1,blood,Clinical,Bloodstream
GCA_026359135.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026359115.1,swab (superficial and non-surgical),Unknown,Unknown
GCA_026359155.1,urine,Clinical,Urinary
GCA_026359075.1,sputum,Clinical,Respiratory
GCA_026359095.1,urine,Clinical,Urinary
GCA_026359055.1,aspirate,Clinical,Respiratory
GCA_026303895.1,aspirate,Clinical,Respiratory
GCA_026359035.1,urine,Clinical,Urinary
GCA_026359015.1,aspirate,Clinical,Respiratory
GCA_026358995.1,urine,Clinical,Urinary
GCA_026358975.1,blood,Clinical,Bloodstream
GCA_026314895.1,blood,Clinical,Bloodstream
GCA_026314875.1,urine,Clinical,Urinary
GCA_026358955.1,aspirate,Clinical,Respiratory
GCA_026358915.1,aspirate,Clinical,Respiratory
GCA_026358835.1,swab (superficial and non-surgical),Unknown,Unknown
GCA_026358775.1,urine,Clinical,Urinary
GCA_026352715.1,biopsy,Unknown,Unknown
GCA_026352395.1,urine,Clinical,Urinary
GCA_026352235.1,swab (superficial and non-surgical),Unknown,Unknown
GCA_026352315.1,urine,Clinical,Urinary
GCA_026351315.1,aspirate,Clinical,Respiratory
GCA_026314435.1,urine,Clinical,Urinary
GCA_026351255.1,blood,Clinical,Bloodstream
GCA_026351235.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026314415.1,blood,Clinical,Bloodstream
GCA_026304495.1,swab (cavity),Unknown,Unknown
GCA_026349595.1,sputum,Clinical,Respiratory
GCA_026349575.1,sputum,Clinical,Respiratory
GCA_026349555.1,sputum,Clinical,Respiratory
GCA_026349515.1,urine,Clinical,Urinary
GCA_026349475.1,urine,Clinical,Urinary
GCA_026349495.1,blood,Clinical,Bloodstream
GCA_026349375.1,sputum,Clinical,Respiratory
GCA_026345895.1,sputum,Clinical,Respiratory
GCA_026345845.1,sputum,Clinical,Respiratory
GCA_026345835.1,urine,Clinical,Urinary
GCA_026345875.1,urine,Clinical,Urinary
GCA_026343765.1,urine,Clinical,Urinary
GCA_026343695.1,urine,Clinical,Urinary
GCA_026340895.1,aspirate,Clinical,Respiratory
GCA_026337875.1,urine,Clinical,Urinary
GCA_026337955.1,urine,Clinical,Urinary
GCA_026337775.1,blood,Clinical,Bloodstream
GCA_026311795.1,blood,Clinical,Bloodstream
GCA_026337725.1,aspirate,Clinical,Respiratory
GCA_026311635.1,unspecified diagnostic sample,Unknown,Unknown
GCA_026312675.1,urine,Clinical,Urinary
GCA_026312655.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026336135.1,urine,Clinical,Urinary
GCA_026335415.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026335435.1,sputum,Clinical,Respiratory
GCA_026335375.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026336015.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026335355.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026334315.1,urine,Clinical,Urinary
GCA_026334335.1,urine,Clinical,Urinary
GCA_026331795.1,aspirate,Clinical,Respiratory
GCA_026330895.1,swab (superficial and non-surgical),Unknown,Unknown
GCA_026330875.1,sputum,Clinical,Respiratory
GCA_026329555.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026338495.1,urine,Clinical,Urinary
GCA_026329515.1,urine,Clinical,Urinary
GCA_026329495.1,aspirate,Clinical,Respiratory
GCA_026327575.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026327555.1,urine,Clinical,Urinary
GCA_026325335.1,urine,Clinical,Urinary
GCA_026325295.1,secretion,Unknown,Unknown
GCA_026324495.1,urine,Clinical,Urinary
GCA_026324215.1,urine,Clinical,Urinary
GCA_026317965.1,biopsy,Unknown,Unknown
GCA_026317925.1,sputum,Clinical,Respiratory
GCA_026317865.1,blood,Clinical,Bloodstream
GCA_026317065.1,urine,Clinical,Urinary
GCA_026317085.1,sputum,Clinical,Respiratory
GCA_026321635.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026322295.1,aspirate,Clinical,Respiratory
GCA_026321435.1,sputum,Clinical,Respiratory
GCA_026322175.1,aspirate,Clinical,Respiratory
GCA_026321395.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026321375.1,blood,Clinical,Bloodstream
GCA_026322055.1,aspirate,Clinical,Respiratory
GCA_026319065.1,aspirate,Clinical,Respiratory
GCA_026319025.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026320615.1,blood,Clinical,Bloodstream
GCA_026320555.1,biopsy,Unknown,Unknown
GCA_026320515.1,swab (cavity),Unknown,Unknown
GCA_026320435.1,expectorate,Unknown,Unknown
GCA_026344395.1,blood,Clinical,Bloodstream
GCA_026320455.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026320395.1,expectorate,Unknown,Unknown
GCA_026320415.1,sputum,Clinical,Respiratory
GCA_026320375.1,blood,Clinical,Bloodstream
GCA_026320335.1,sputum,Clinical,Respiratory
GCA_026320135.1,sputum,Clinical,Respiratory
GCA_026318745.1,blood,Clinical,Bloodstream
GCA_026318725.1,urine,Clinical,Urinary
GCA_026318705.1,sputum,Clinical,Respiratory
GCA_026318685.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026318665.1,urine,Clinical,Urinary
GCA_026318645.1,urine,Clinical,Urinary
GCA_026318545.1,blood,Clinical,Bloodstream
GCA_026318325.1,swab (wound),Clinical,Skin_Soft_Tissue
GCA_026368775.4,wound,Clinical,Skin_Soft_Tissue
GCA_026368755.4,urine,Clinical,Urinary
GCA_026372175.4,perianal swab,Unknown,Unknown
GCA_026372135.1,tracheal aspirate,Clinical,Respiratory
GCA_026371535.1,urine,Clinical,Urinary
GCA_026371495.4,sputum,Clinical,Respiratory
GCA_026043735.2,urine,Clinical,Urinary
GCA_026337635.1,wound,Clinical,Skin_Soft_Tissue
GCA_026337675.1,wound,Clinical,Skin_Soft_Tissue
GCA_026341305.1,sputum,Clinical,Respiratory
GCA_026341285.1,sputum,Clinical,Respiratory
GCA_026481425.4,sputum,Clinical,Respiratory
GCA_026521435.1,Rectal Swab,Clinical,Gastrointestinal
GCA_026533555.1,human,Unknown,Unknown
GCA_026533275.1,human,Unknown,Unknown
GCA_026535195.1,human,Unknown,Unknown
GCA_026531075.1,human,Unknown,Unknown
GCA_026533235.1,human,Unknown,Unknown
GCA_026535255.1,human,Unknown,Unknown
GCA_026535215.1,human,Unknown,Unknown
GCA_026533495.1,human,Unknown,Unknown
GCA_026535175.1,human,Unknown,Unknown
GCA_026533215.1,human,Unknown,Unknown
GCA_026531015.1,human,Unknown,Unknown
GCA_026535135.1,human,Unknown,Unknown
GCA_026533475.1,human,Unknown,Unknown
GCA_026535155.1,human,Unknown,Unknown
GCA_026535115.1,human,Unknown,Unknown
GCA_026535075.1,human,Unknown,Unknown
GCA_026535095.1,human,Unknown,Unknown
GCA_026533195.1,human,Unknown,Unknown
GCA_026533515.1,human,Unknown,Unknown
GCA_026533255.1,human,Unknown,Unknown
GCA_026533175.1,human,Unknown,Unknown
GCA_026535035.1,human,Unknown,Unknown
GCA_026530985.1,human,Unknown,Unknown
GCA_026535015.1,human,Unknown,Unknown
GCA_026535055.1,human,Unknown,Unknown
GCA_026531055.1,human,Unknown,Unknown
GCA_026534975.1,human,Unknown,Unknown
GCA_026533155.1,human,Unknown,Unknown
GCA_026534995.1,human,Unknown,Unknown
GCA_026534935.1,human,Unknown,Unknown
GCA_026531035.1,human,Unknown,Unknown
GCA_026533435.1,human,Unknown,Unknown
GCA_026533135.1,human,Unknown,Unknown
GCA_026535725.1,human,Unknown,Unknown
GCA_026530975.1,human,Unknown,Unknown
GCA_026534915.1,human,Unknown,Unknown
GCA_026533095.1,human,Unknown,Unknown
GCA_026534955.1,human,Unknown,Unknown
GCA_026533115.1,human,Unknown,Unknown
GCA_026534875.1,human,Unknown,Unknown
GCA_026535665.1,human,Unknown,Unknown
GCA_026534895.1,human,Unknown,Unknown
GCA_026532635.1,human,Unknown,Unknown
GCA_026533075.1,human,Unknown,Unknown
GCA_026533055.1,human,Unknown,Unknown
GCA_026534855.1,human,Unknown,Unknown
GCA_026533035.1,human,Unknown,Unknown
GCA_026534815.1,human,Unknown,Unknown
GCA_026532815.1,human,Unknown,Unknown
GCA_026534835.1,human,Unknown,Unknown
GCA_026532995.1,human,Unknown,Unknown
GCA_026533015.1,human,Unknown,Unknown
GCA_026534775.1,human,Unknown,Unknown
GCA_026532775.1,human,Unknown,Unknown
GCA_026534755.1,human,Unknown,Unknown
GCA_026535685.1,human,Unknown,Unknown
GCA_026532615.1,human,Unknown,Unknown
GCA_026534725.1,human,Unknown,Unknown
GCA_026532595.1,human,Unknown,Unknown
GCA_026531975.1,human,Unknown,Unknown
GCA_026533455.1,human,Unknown,Unknown
GCA_026534795.1,human,Unknown,Unknown
GCA_026534715.1,human,Unknown,Unknown
GCA_026532575.1,human,Unknown,Unknown
GCA_026534675.1,human,Unknown,Unknown
GCA_026532975.1,human,Unknown,Unknown
GCA_026534655.1,human,Unknown,Unknown
GCA_026534635.1,human,Unknown,Unknown
GCA_026532795.1,human,Unknown,Unknown
GCA_026534695.1,human,Unknown,Unknown
GCA_026534535.1,human,Unknown,Unknown
GCA_026534555.1,human,Unknown,Unknown
GCA_026533415.1,human,Unknown,Unknown
GCA_026532555.1,human,Unknown,Unknown
GCA_026534615.1,human,Unknown,Unknown
GCA_026532535.1,human,Unknown,Unknown
GCA_026532515.1,human,Unknown,Unknown
GCA_026534575.1,human,Unknown,Unknown
GCA_026534595.1,human,Unknown,Unknown
GCA_026534495.1,human,Unknown,Unknown
GCA_026532955.1,human,Unknown,Unknown
GCA_026532495.1,human,Unknown,Unknown
GCA_026534475.1,human,Unknown,Unknown
GCA_026532455.1,human,Unknown,Unknown
GCA_026532475.1,human,Unknown,Unknown
GCA_026533375.1,human,Unknown,Unknown
GCA_026534515.1,human,Unknown,Unknown
GCA_026534455.1,human,Unknown,Unknown
GCA_026532435.1,human,Unknown,Unknown
GCA_026532415.1,human,Unknown,Unknown
GCA_026532375.1,human,Unknown,Unknown
GCA_026532855.1,human,Unknown,Unknown
GCA_026532395.1,human,Unknown,Unknown
GCA_026532875.1,human,Unknown,Unknown
GCA_026533395.1,human,Unknown,Unknown
GCA_026535625.1,human,Unknown,Unknown
GCA_026534415.1,human,Unknown,Unknown
GCA_026532355.1,human,Unknown,Unknown
GCA_026534435.1,human,Unknown,Unknown
GCA_026534375.1,human,Unknown,Unknown
GCA_026534395.1,human,Unknown,Unknown
GCA_026532895.1,human,Unknown,Unknown
GCA_026532755.1,human,Unknown,Unknown
GCA_026532335.1,human,Unknown,Unknown
GCA_026534335.1,human,Unknown,Unknown
GCA_026534355.1,human,Unknown,Unknown
GCA_026531955.1,human,Unknown,Unknown
GCA_026534315.1,human,Unknown,Unknown
GCA_026534295.1,human,Unknown,Unknown
GCA_026534275.1,human,Unknown,Unknown
GCA_026534235.1,human,Unknown,Unknown
GCA_026532735.1,human,Unknown,Unknown
GCA_026532835.1,human,Unknown,Unknown
GCA_026534255.1,human,Unknown,Unknown
GCA_026532295.1,human,Unknown,Unknown
GCA_026534215.1,human,Unknown,Unknown
GCA_026534155.1,human,Unknown,Unknown
GCA_026531985.1,human,Unknown,Unknown
GCA_026532315.1,human,Unknown,Unknown
GCA_026534175.1,human,Unknown,Unknown
GCA_026531935.1,human,Unknown,Unknown
GCA_026531915.1,human,Unknown,Unknown
GCA_026532055.1,human,Unknown,Unknown
GCA_026532275.1,human,Unknown,Unknown
GCA_026532015.1,human,Unknown,Unknown
GCA_026532255.1,human,Unknown,Unknown
GCA_026532235.1,human,Unknown,Unknown
GCA_026532195.1,human,Unknown,Unknown
GCA_026534195.1,human,Unknown,Unknown
GCA_026534115.1,human,Unknown,Unknown
GCA_026532935.1,,Unknown,Unknown
GCA_026533655.1,,Unknown,Unknown
GCA_026532655.1,,Unknown,Unknown
GCA_026533335.1,,Unknown,Unknown
GCA_026533665.1,,Unknown,Unknown
GCA_026532915.1,,Unknown,Unknown
GCA_026533295.1,,Unknown,Unknown
GCA_026535375.1,,Unknown,Unknown
GCA_026533615.1,,Unknown,Unknown
GCA_026533575.1,,Unknown,Unknown
GCA_026533695.1,,Unknown,Unknown
GCA_026533585.1,,Unknown,Unknown
GCA_026551915.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026552195.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026552115.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551895.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551875.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551855.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026552275.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026552095.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026552175.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551805.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551775.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551735.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026552035.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551715.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026552075.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551655.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551675.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551635.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026552235.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551575.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551555.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026551535.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026552215.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_026552355.1,Hospital surface within old hospital building,Environmental,Hospital
GCA_028057075.4,ear,Clinical,Ear_Nose_Throat
GCA_026649405.1,urine,Clinical,Urinary
GCA_026647535.4,"Washing, Bronchial",Clinical,Respiratory
GCA_026647455.4,urine,Clinical,Urinary
GCA_028056975.4,wound,Clinical,Skin_Soft_Tissue
GCA_026623065.1,sputum,Clinical,Respiratory
GCA_026623075.1,sputum,Clinical,Respiratory
GCA_026623105.1,sputum,Clinical,Respiratory
GCA_026623125.1,sputum,Clinical,Respiratory
GCA_026623145.1,sputum,Clinical,Respiratory
GCA_026623175.1,sputum,Clinical,Respiratory
GCA_026623185.1,sputum,Clinical,Respiratory
GCA_026623165.1,sputum,Clinical,Respiratory
GCA_026623225.1,sputum,Clinical,Respiratory
GCA_026623265.1,sputum,Clinical,Respiratory
GCA_026623255.1,sputum,Clinical,Respiratory
GCA_026623305.1,sputum,Clinical,Respiratory
